model,listing_price,trim,mileage,transmission,color,car_body,car_engine,car_make,car_age
Hatch,10300,1.5L Cooper D,25173,Manual,White,3 door Hatchback,1.5L,Mini,6.0
Mokka X,10300,1.6L Active ecoFLEX CDTi,26000,Manual,Grey,5 door SUV,1.6L,Vauxhall,5.0
Fiesta,10250,1L Zetec EcoBoost T,47640,Manual,Black,5 door Hatchback,1L,Ford,4.0
Clio,10250,0.9L Iconic TCe,30047,Manual,White,5 door Hatchback,0.9L,Renault,3.0
Juke,10250,1.2L Tekna DIG-T,39341,Manual,Blue,5 door SUV,1.2L,Nissan,6.0
Polo,10250,1.4L BlueGT BlueMotion Tech TSI,55936,Manual,Blue,3 door Hatchback,1.4L,Volkswagen,7.0
Polo,10250,1L Match BlueMotion Tech,32229,Manual,Black,3 door Hatchback,1L,Volkswagen,5.0
Astra,10250,1L SRi ecoTEC i Turbo,32240,Manual,Grey,5 door Hatchback,1L,Vauxhall,5.0
C3,10250,1.2L Flair PureTech,19813,Manual,Silver,5 door Hatchback,1.2L,Citroen,4.0
Juke,10250,1.2L N-Connecta DIG-T,31927,Manual,Blue,5 door SUV,1.2L,Nissan,5.0
C3,10250,1.2L Flair Nav Edition PureTech,32835,Manual,Black,5 door Hatchback,1.2L,Citroen,3.0
1 Series,10250,1.5L Sport 118i,62562,Manual,White,3 door Hatchback,1.5L,BMW,7.0
Mokka,10250,1.4L Exclusiv i Turbo,16116,Manual,White,5 door SUV,1.4L,Vauxhall,6.0
Fiesta,10250,1L Titanium EcoBoost T,25453,Manual,White,5 door Hatchback,1L,Ford,6.0
Hatch,10250,1.5L One D,39824,Manual,Blue,5 door Hatchback,1.5L,Mini,5.0
Clio,10250,0.9L Iconic TCe,34890,Manual,White,5 door Hatchback,0.9L,Renault,3.0
C3,10250,1.2L Flair PureTech,25842,Manual,Orange,5 door Hatchback,1.2L,Citroen,4.0
i40,10250,1.7L SE Nav Blue Drive CRDi,62791,Manual,White,5 door Estate,1.7L,Hyundai,5.0
i10,10250,1.2L Premium SE,15513,Manual,White,5 door Hatchback,1.2L,Hyundai,7.0
Polo,10250,1.2L SE BlueMotion Tech TSI,20126,Manual,Blue,5 door Hatchback,1.2L,Volkswagen,6.0
2008,10250,1.6L Allure BlueHDi,36341,Manual,Grey,5 door SUV,1.6L,Peugeot,6.0
Astra,10200,1.6L Elite Nav BlueInjection CDTi,58055,Manual,Blue,5 door Hatchback,1.6L,Vauxhall,4.0
Fiesta,10200,1L Zetec S Red Edition EcoBoost T,32592,Manual,Red,3 door Hatchback,1L,Ford,6.0
AYGO,10200,1L x-press VVT-i,7331,Manual,White,5 door Hatchback,1L,Toyota,4.0
Hatch,10200,1.5L Cooper D,41176,Manual,Silver,3 door Hatchback,1.5L,Mini,6.0
Mokka X,10200,1.6L Design Nav i,30823,Manual,Blue,5 door SUV,1.6L,Vauxhall,5.0
ADAM,10200,1.2L ENERGISED i,10375,Manual,Red,3 door Hatchback,1.2L,Vauxhall,3.0
fortwo,10200,1L Prime,13640,Automatic,Black,2 door Coupe,1L,Smart,5.0
Fiesta,10200,1.1L Zetec Ti-VCT,27798,Manual,Blue,3 door Hatchback,1.1L,Ford,3.0
AYGO,10200,1L x-play VVT-i,8548,Manual,Red,5 door Hatchback,1L,Toyota,2.0
108,10200,1L Allure,7188,Manual,Grey,5 door Hatchback,1L,Peugeot,2.0
Leon,10200,1.2L SE Technology TSI,42851,Manual,Black,5 door Hatchback,1.2L,Seat,5.0
A1,10200,1.6L Sport TDI,57275,Manual,Black,5 door Hatchback,1.6L,Audi,6.0
Mokka,10200,1.4L SE i Turbo,39078,Automatic,Black,5 door SUV,1.4L,Vauxhall,7.0
Focus,10200,1L Titanium EcoBoost T,35400,Manual,Blue,5 door Hatchback,1L,Ford,6.0
Mokka X,10200,1.6L Active i,20336,Manual,Blue,5 door SUV,1.6L,Vauxhall,5.0
2008,10200,1.2L Allure PureTech,31980,Manual,Red,5 door SUV,1.2L,Peugeot,5.0
2008,10200,1.6L Allure BlueHDi,40012,Manual,White,5 door SUV,1.6L,Peugeot,5.0
Polo,10200,1L Match,19314,Manual,Blue,5 door Hatchback,1L,Volkswagen,6.0
Juke,10150,1.2L N-Connecta DIG-T,35498,Manual,White,5 door SUV,1.2L,Nissan,6.0
Astra,10150,1.6L Design ecoTEC BlueInjection CDTi,42927,Manual,Silver,5 door Hatchback,1.6L,Vauxhall,4.0
i10,10150,1.2L Premium SE,27426,Automatic,White,5 door Hatchback,1.2L,Hyundai,6.0
ADAM,10150,1.2L ENERGISED i,17335,Manual,Black,3 door Hatchback,1.2L,Vauxhall,3.0
Astra,10150,1.4L SRi Nav i Turbo,38237,Manual,Silver,5 door Hatchback,1.4L,Vauxhall,6.0
Juke,10150,1.5L N-Connecta dCi,25820,Manual,Black,5 door SUV,1.5L,Nissan,6.0
Fabia,10150,1L S TSI,35026,Manual,Red,5 door Estate,1L,Skoda,4.0
Astra,10150,1.4L Elite Nav i Turbo,57101,Manual,Silver,5 door Estate,1.4L,Vauxhall,5.0
Clio,10150,1.1L Dynamique Nav,17402,Manual,Red,5 door Hatchback,1.1L,Renault,4.0
Mokka X,10150,1.6L Active i,33240,Manual,White,5 door SUV,1.6L,Vauxhall,5.0
Fabia,10150,1L Colour Edition,27018,Manual,Blue,5 door Hatchback,1L,Skoda,4.0
Mokka,10150,1.4L Tech Line i Turbo,26589,Manual,Grey,5 door SUV,1.4L,Vauxhall,6.0
C3,10150,1.2L Flair PureTech,27374,Manual,Grey,5 door Hatchback,1.2L,Citroen,4.0
Clio,10150,0.9L Dynamique Nav TCe,18987,Manual,White,5 door Hatchback,0.9L,Renault,4.0
Ibiza,10150,1L SE MPI,10373,Manual,Black,5 door Hatchback,1L,Seat,5.0
Polo,10150,1L Match BlueMotion Tech,32186,Manual,White,5 door Hatchback,1L,Volkswagen,6.0
208,10150,1.2L Tech Edition PureTech,19505,Manual,Black,5 door Hatchback,1.2L,Peugeot,4.0
208,10150,1.5L Tech Edition BlueHDi,32673,Manual,Black,5 door Hatchback,1.5L,Peugeot,3.0
2008,10150,1.6L Allure BlueHDi,33217,Manual,Grey,5 door SUV,1.6L,Peugeot,6.0
Fiesta,10150,1L ST-Line EcoBoost T,37763,Manual,White,3 door Hatchback,1L,Ford,5.0
Mokka,10150,1.6L Tech Line i,11435,Manual,Blue,5 door SUV,1.6L,Vauxhall,6.0
AYGO,10150,1L x-trend VVT-i,11913,Manual,Red,5 door Hatchback,1L,Toyota,2.0
C3 Aircross,10150,1.2L Feel PureTech,37715,Manual,Silver,5 door SUV,1.2L,Citroen,3.0
Fiesta,10100,1L Titanium EcoBoost T,20972,Manual,Blue,5 door Hatchback,1L,Ford,7.0
Fiesta,10100,1.5L Titanium TDCi,70404,Manual,White,5 door Hatchback,1.5L,Ford,2.0
Clio,10100,0.9L Iconic TCe,36000,Manual,White,5 door Hatchback,0.9L,Renault,3.0
Focus,10100,1L Titanium EcoBoost T,50259,Manual,White,5 door Hatchback,1L,Ford,4.0
Fiesta,10100,1L Titanium EcoBoost T,32702,Manual,Grey,5 door Hatchback,1L,Ford,5.0
Astra,10100,1L SRi ecoTEC i Turbo,29865,Manual,Black,5 door Hatchback,1L,Vauxhall,5.0
Mokka X,10100,1.6L Elite i,39981,Manual,Black,5 door SUV,1.6L,Vauxhall,5.0
Ibiza,10100,1L SE Technology MPI,44241,Manual,White,5 door Hatchback,1L,Seat,4.0
Clio,10100,0.9L Iconic TCe,32881,Manual,White,5 door Hatchback,0.9L,Renault,3.0
Fiesta,10100,1L ST-Line EcoBoost T,40011,Manual,White,5 door Hatchback,1L,Ford,5.0
Clio,10100,0.9L Iconic TCe,23200,Manual,Blue,5 door Hatchback,0.9L,Renault,3.0
Hatch,10100,1.5L Cooper,29256,Manual,Blue,5 door Hatchback,1.5L,Mini,7.0
Qashqai,10100,1.5L Visia dCi,50936,Manual,Grey,5 door SUV,1.5L,Nissan,5.0
208,10100,1.6L GTi by Peugeot Sport THP,59387,Manual,Silver,3 door Hatchback,1.6L,Peugeot,6.0
Note,10100,1.2L Acenta Premium,12201,Manual,Silver,5 door Hatchback,1.2L,Nissan,5.0
Astra,10100,1.4L SRi i,28331,Manual,Silver,5 door Hatchback,1.4L,Vauxhall,4.0
500,10100,1L Lounge MHEV,15511,Manual,Grey,3 door Hatchback,1L,Fiat,2.0
Corsa,10100,1.4L Griffin ecoTEC i,19996,Manual,Blue,5 door Hatchback,1.4L,Vauxhall,3.0
Hatch,10100,1.5L Cooper D,46976,Manual,Blue,5 door Hatchback,1.5L,Mini,5.0
AYGO,10100,1L x-trend VVT-i,7259,Manual,Red,5 door Hatchback,1L,Toyota,3.0
Hatch,10100,1.5L Cooper D,50156,Manual,White,5 door Hatchback,1.5L,Mini,6.0
C4,10100,1.6L Flair BlueHDi,14556,Automatic,Red,5 door Hatchback,1.6L,Citroen,5.0
V40,10050,2L R-Design D2,65575,Manual,Silver,5 door Hatchback,2L,Volvo,7.0
Corsa,10050,1.4L Energy ecoFLEX i,13975,Manual,Red,5 door Hatchback,1.4L,Vauxhall,5.0
Mokka X,10050,1.4L Active i Turbo,32451,Manual,Silver,5 door SUV,1.4L,Vauxhall,6.0
Focus,10050,1.5L Zetec TDCi,38834,Manual,Red,5 door Hatchback,1.5L,Ford,6.0
Juke,10050,1.2L N-Connecta DIG-T,43473,Manual,Black,5 door SUV,1.2L,Nissan,5.0
Clio,10050,0.9L Iconic TCe,29128,Manual,Red,5 door Hatchback,0.9L,Renault,4.0
Picanto,10050,1L GT-Line,10047,Manual,White,5 door Hatchback,1L,Kia,4.0
C3,10050,1.2L Flair PureTech,36847,Manual,Grey,5 door Hatchback,1.2L,Citroen,4.0
C3,10050,1.2L Flair PureTech,27108,Manual,Black,5 door Hatchback,1.2L,Citroen,4.0
208,10050,1.2L Tech Edition PureTech,30371,Manual,Black,5 door Hatchback,1.2L,Peugeot,3.0
A1,10050,1.6L S line TDI,62564,Manual,Blue,3 door Hatchback,1.6L,Audi,7.0
Juke,10050,1.2L N-Connecta DIG-T,31418,Manual,Other,5 door SUV,1.2L,Nissan,6.0
3008,10050,1.6L Active BlueHDi,39978,Automatic,Silver,5 door SUV,1.6L,Peugeot,6.0
i30,10050,1L SE Blue Drive T-GDi,34705,Manual,Red,5 door Hatchback,1L,Hyundai,5.0
A3,10050,1.6L Sport TDI,49279,Manual,Silver,3 door Hatchback,1.6L,Audi,7.0
Fabia,10050,1L SE,14113,Manual,Blue,5 door Hatchback,1L,Skoda,3.0
Fiesta,10050,1L Zetec EcoBoost T,37746,Manual,Silver,5 door Hatchback,1L,Ford,4.0
Fiesta,10050,1L Titanium EcoBoost T,25765,Manual,Silver,5 door Hatchback,1L,Ford,5.0
Mokka,10050,1.6L Exclusiv CDTi,23758,Manual,Blue,5 door SUV,1.6L,Vauxhall,6.0
B-Max,10050,1.4L Zetec Navigator,6362,Manual,Blue,5 door MPV,1.4L,Ford,5.0
Astra,10000,1.6L Design ecoTEC BlueInjection CDTi,41864,Manual,Black,5 door Hatchback,1.6L,Vauxhall,4.0
Juke,10000,1.5L N-Connecta dCi,41896,Manual,Grey,5 door SUV,1.5L,Nissan,5.0
2008,10000,1.6L Allure BlueHDi,36704,Manual,Grey,5 door SUV,1.6L,Peugeot,6.0
Focus,10000,1L Titanium EcoBoost T,55383,Manual,Blue,5 door Hatchback,1L,Ford,6.0
Hatch,10000,1.5L Cooper D,43006,Manual,Blue,3 door Hatchback,1.5L,Mini,6.0
Ibiza,10000,1.2L FR Technology TSI,27041,Manual,White,5 door Hatchback,1.2L,Seat,5.0
Mokka X,10000,1.6L Active i,33232,Manual,Blue,5 door SUV,1.6L,Vauxhall,5.0
208,10000,1.6L GTi Prestige THP,44235,Manual,Red,3 door Hatchback,1.6L,Peugeot,6.0
Focus,10000,1L Zetec S EcoBoost T,43466,Manual,Red,5 door Hatchback,1L,Ford,7.0
Auris,10000,1.2L Design VVT-i,45929,Manual,Black,5 door Hatchback,1.2L,Toyota,6.0
Corsa,10000,1.4L SRi VX Line Nav Black ecoTEC i,34993,Manual,Silver,5 door Hatchback,1.4L,Vauxhall,3.0
Hatch,10000,1.2L One,38715,Manual,White,5 door Hatchback,1.2L,Mini,7.0
Fiesta,10000,1L Zetec EcoBoost T,26626,Manual,White,3 door Hatchback,1L,Ford,4.0
Mokka,10000,1.6L SE CDTi,41351,Automatic,Silver,5 door SUV,1.6L,Vauxhall,6.0
208,10000,1.2L Tech Edition PureTech,20099,Manual,Grey,5 door Hatchback,1.2L,Peugeot,3.0
208,10000,1.2L Tech Edition PureTech,18263,Manual,Blue,5 door Hatchback,1.2L,Peugeot,3.0
C3,9950,1.2L Feel PureTech,27611,Manual,Blue,5 door Hatchback,1.2L,Citroen,4.0
Corsa,9950,1.4L SRi ecoTEC i,22256,Manual,Grey,5 door Hatchback,1.4L,Vauxhall,4.0
AYGO,9950,1L x-play VVT-i,10518,Manual,Grey,5 door Hatchback,1L,Toyota,3.0
500X,9950,2L Cross MultiJetII,42527,Manual,Red,5 door SUV,2L,Fiat,6.0
Fiesta,9950,1.5L Titanium TDCi,67184,Manual,Blue,5 door Hatchback,1.5L,Ford,2.0
Fiesta,9950,1.1L Zetec Ti-VCT,44095,Manual,Grey,5 door Hatchback,1.1L,Ford,4.0
Fiesta,9950,1L Zetec S EcoBoost T,38574,Manual,Silver,3 door Hatchback,1L,Ford,6.0
C3,9950,1.2L Feel PureTech,19084,Manual,White,5 door Hatchback,1.2L,Citroen,4.0
Picanto,9950,1L Wave,20718,Manual,Blue,5 door Hatchback,1L,Kia,3.0
Corsa,9950,1.4L Energy ecoTEC i,8114,Manual,Blue,5 door Hatchback,1.4L,Vauxhall,4.0
Focus,9950,1L Zetec EcoBoost T,23424,Manual,Grey,5 door Hatchback,1L,Ford,6.0
Astra,9950,1L SRi ecoTEC i Turbo,30526,Manual,White,5 door Hatchback,1L,Vauxhall,5.0
Fiesta,9950,1L Zetec S Red Edition EcoBoost T,25379,Manual,Red,3 door Hatchback,1L,Ford,6.0
Fiesta,9950,1L Zetec EcoBoost T,18520,Manual,Blue,5 door Hatchback,1L,Ford,5.0
Hatch,9950,1.5L Cooper D,31640,Manual,Blue,3 door Hatchback,1.5L,Mini,7.0
Corsa,9950,1.4L SRi VX Line Nav Black ecoTEC i,33047,Manual,Grey,5 door Hatchback,1.4L,Vauxhall,3.0
Picanto,9950,1.2L GT-Line S,40104,Manual,Silver,5 door Hatchback,1.2L,Kia,4.0
Clio,9950,0.9L Iconic TCe,27386,Manual,Red,5 door Hatchback,0.9L,Renault,3.0
Ka+,9950,1.2L Zetec Ti-VCT,11722,Manual,Silver,5 door Hatchback,1.2L,Ford,3.0
Yaris,9900,1.3L Design Dual VVT-i,30208,Manual,Red,5 door Hatchback,1.3L,Toyota,6.0
500X,9900,1.6L Cross MultiJetII,34107,Manual,Grey,5 door SUV,1.6L,Fiat,6.0
Focus,9900,1L Titanium EcoBoost T,51635,Manual,Blue,5 door Hatchback,1L,Ford,6.0
C3,9900,1.2L Flair PureTech,33970,Manual,Grey,5 door Hatchback,1.2L,Citroen,4.0
Astra,9900,1.4L Energy i,34697,Manual,Red,5 door Hatchback,1.4L,Vauxhall,5.0
500,9900,1.2L S,16833,Manual,Red,3 door Hatchback,1.2L,Fiat,4.0
Giulietta,9900,1.4L Super MultiAir TB,55020,Manual,Black,5 door Hatchback,1.4L,Alfa Romeo,5.0
Focus,9900,1L Zetec EcoBoost T,28362,Manual,Black,5 door Hatchback,1L,Ford,6.0
Polo,9900,1.2L Match BlueMotion Tech TSI,35160,Manual,Red,3 door Hatchback,1.2L,Volkswagen,6.0
C4,9900,1.2L Flair PureTech,23727,Manual,Red,5 door Hatchback,1.2L,Citroen,5.0
Fiesta,9900,1.6L ST-2 EcoBoost T,50058,Manual,Red,3 door Hatchback,1.6L,Ford,7.0
Juke,9900,1.6L N-Connecta,47344,Automatic,Red,5 door SUV,1.6L,Nissan,6.0
Juke,9900,1.5L Tekna dCi,42823,Manual,White,5 door SUV,1.5L,Nissan,5.0
fortwo,9900,1L Prime,8253,Automatic,Red,2 door Coupe,1L,Smart,6.0
AYGO,9850,1L x-style VVT-i,3657,Manual,Black,5 door Hatchback,1L,Toyota,5.0
2008,9850,1.6L Active BlueHDi,28393,Manual,Grey,5 door SUV,1.6L,Peugeot,5.0
Juke,9850,1.5L N-Connecta dCi,31938,Manual,White,5 door SUV,1.5L,Nissan,6.0
AYGO,9850,1L x-play VVT-i,14280,Manual,Black,5 door Hatchback,1L,Toyota,3.0
Swift,9850,1.6L Sport,34950,Manual,Blue,5 door Hatchback,1.6L,Suzuki,6.0
Fabia,9850,1.2L Colour Edition TSI,34857,Manual,Blue,5 door Hatchback,1.2L,Skoda,5.0
Yaris,9850,1.3L Icon Dual VVT-i,13526,Manual,Red,5 door Hatchback,1.3L,Toyota,6.0
Pulsar,9850,1.6L n-tec DIG-T,37683,Manual,Red,5 door Hatchback,1.6L,Nissan,6.0
Clio,9850,0.9L Iconic TCe,32151,Manual,White,5 door Hatchback,0.9L,Renault,4.0
Fiesta,9850,1.2L Zetec,20100,Manual,Silver,5 door Hatchback,1.2L,Ford,5.0
i20,9850,1.2L SE Blue Drive,6497,Manual,White,5 door Hatchback,1.2L,Hyundai,6.0
Insignia,9850,2L Tech Line ecoFLEX CDTi,53431,Manual,Black,5 door Hatchback,2L,Vauxhall,6.0
Polo,9850,1L Match BlueMotion Tech,28512,Manual,White,3 door Hatchback,1L,Volkswagen,6.0
i10,9850,1.2L SE,18494,Automatic,White,5 door Hatchback,1.2L,Hyundai,6.0
Corsa,9850,1.4L SRi VX Line ecoFLEX i,12813,Manual,Grey,5 door Hatchback,1.4L,Vauxhall,4.0
MG3,9850,1.5L Exclusive VTi-TECH,13006,Manual,Other,5 door Hatchback,1.5L,MG,3.0
DS 4 CROSSBACK,9850,1.6L BlueHDi,45213,Manual,Orange,5 door Hatchback,1.6L,DS,6.0
Fiesta,9850,1L Titanium EcoBoost T,16767,Manual,Blue,5 door Hatchback,1L,Ford,6.0
i10,9850,1L Play,4600,Manual,White,5 door Hatchback,1L,Hyundai,3.0
Mokka,9850,1.4L Tech Line i Turbo,25811,Manual,Silver,5 door SUV,1.4L,Vauxhall,6.0
Fiesta,9850,1L Zetec EcoBoost T,9619,Manual,Red,5 door Hatchback,1L,Ford,6.0
AYGO,9800,1L x-press VVT-i,16625,Manual,White,5 door Hatchback,1L,Toyota,4.0
308,9800,1.6L Active BlueHDi,31001,Manual,White,5 door Hatchback,1.6L,Peugeot,6.0
C3,9800,1.2L Flair PureTech,28735,Manual,Silver,5 door Hatchback,1.2L,Citroen,5.0
i20,9800,1.2L Premium,28104,Manual,White,5 door Hatchback,1.2L,Hyundai,6.0
Fiesta,9800,1.1L Zetec Ti-VCT,31013,Manual,Black,3 door Hatchback,1.1L,Ford,4.0
Mazda3,9800,2.2L Sport Nav SKYACTIV-D,53904,Manual,Blue,4 door Saloon,2.2L,Mazda,6.0
Sandero Stepway,9800,0.9L Laureate TCe,10039,Manual,Red,5 door Hatchback,0.9L,Dacia,4.0
Swift,9800,1L SZ-T Boosterjet,24923,Manual,Red,5 door Hatchback,1L,Suzuki,3.0
Corsa,9800,1.4L SRi VX Line Nav Black ecoTEC i,43603,Manual,Grey,5 door Hatchback,1.4L,Vauxhall,3.0
EcoSport,9800,1L Zetec EcoBoost T,32852,Manual,Black,5 door SUV,1L,Ford,5.0
C3,9800,1.2L Flair PureTech,28010,Manual,White,5 door Hatchback,1.2L,Citroen,4.0
Micra,9800,0.9L Acenta IG-T,20423,Manual,White,5 door Hatchback,0.9L,Nissan,4.0
Juke,9800,1.5L Tekna dCi,47306,Manual,White,5 door SUV,1.5L,Nissan,5.0
Mokka,9800,1.6L SE CDTi,32112,Manual,Orange,5 door SUV,1.6L,Vauxhall,6.0
forfour,9800,0.9L Prime T,8784,Manual,Black,5 door Hatchback,0.9L,Smart,4.0
Fabia,9800,1.4L Monte Carlo TDI,52580,Manual,Blue,5 door Hatchback,1.4L,Skoda,5.0
Pulsar,9800,1.2L N-Connecta DIG-T,38087,Manual,Black,5 door Hatchback,1.2L,Nissan,4.0
208,9800,1.2L Active PureTech,12293,Manual,Black,5 door Hatchback,1.2L,Peugeot,3.0
Polo,9800,1L Match BlueMotion Tech,24294,Manual,White,3 door Hatchback,1L,Volkswagen,6.0
Hatch,9800,1.5L Cooper D,42251,Manual,White,5 door Hatchback,1.5L,Mini,6.0
Ibiza,9800,1L SE Technology TSI,43576,Manual,Blue,5 door Hatchback,1L,Seat,4.0
Corsa,9800,1.4L Energy i,10975,Manual,Grey,5 door Hatchback,1.4L,Vauxhall,3.0
Ibiza,9800,1.2L FR Technology TSI,36680,Manual,Grey,5 door Hatchback,1.2L,Seat,5.0
C1,9750,1L Feel VTi,2793,Manual,Blue,5 door Hatchback,1L,Citroen,2.0
Corsa,9750,1.4L Energy ecoTEC i,12814,Manual,White,3 door Hatchback,1.4L,Vauxhall,3.0
C3,9750,1.2L Flair PureTech,37333,Manual,Grey,5 door Hatchback,1.2L,Citroen,4.0
Corsa,9750,1.4L SE ecoFLEX i,28141,Manual,Red,5 door Hatchback,1.4L,Vauxhall,5.0
Insignia,9750,2L Elite Nav ecoFLEX CDTi,54653,Manual,Silver,5 door Hatchback,2L,Vauxhall,6.0
Swift,9750,1L SZ-T Boosterjet,23998,Manual,Red,5 door Hatchback,1L,Suzuki,4.0
500X,9750,1.6L Cross Plus MultiJetII,42860,Manual,Other,5 door SUV,1.6L,Fiat,6.0
Fiesta,9750,1L Titanium X EcoBoost T,41161,Manual,Silver,5 door Hatchback,1L,Ford,6.0
C3 Aircross,9750,1.2L Feel PureTech,37443,Manual,White,5 door SUV,1.2L,Citroen,4.0
Yaris,9750,1.3L Icon Dual VVT-i,20503,Manual,Blue,5 door Hatchback,1.3L,Toyota,5.0
Clio,9750,0.9L Iconic TCe,33878,Manual,Black,5 door Hatchback,0.9L,Renault,3.0
Polo,9750,1.2L Match Edition BlueMotion Tech TSI,46294,Manual,Grey,3 door Hatchback,1.2L,Volkswagen,5.0
Corsa,9750,1.4L Griffin ecoTEC i,20985,Manual,White,3 door Hatchback,1.4L,Vauxhall,3.0
500,9750,1.2L S,12666,Manual,Red,3 door Hatchback,1.2L,Fiat,3.0
Fabia,9750,1L SE,15191,Manual,White,5 door Hatchback,1L,Skoda,4.0
Corsa,9750,1.4L SRi ecoTEC i,11703,Manual,Blue,5 door Hatchback,1.4L,Vauxhall,4.0
Hatch,9750,1.5L Cooper D,33934,Manual,Red,3 door Hatchback,1.5L,Mini,6.0
AYGO,9700,1L x-play VVT-i,16706,Manual,Black,5 door Hatchback,1L,Toyota,3.0
Ignis,9700,1.2L SZ-T Dualjet,22300,Manual,White,5 door Hatchback,1.2L,Suzuki,5.0
Ibiza,9700,1L SE EcoTSI,21049,Manual,White,5 door Hatchback,1L,Seat,6.0
i20,9700,1.2L SE,27260,Manual,White,5 door Hatchback,1.2L,Hyundai,4.0
Swift,9700,1.2L SZ3 Dualjet,11701,Manual,Blue,5 door Hatchback,1.2L,Suzuki,3.0
Mokka,9700,1.4L SE i Turbo,34127,Manual,White,5 door SUV,1.4L,Vauxhall,6.0
Kadjar,9700,1.6L Dynamique S Nav dCi,65437,Manual,Red,5 door SUV,1.6L,Renault,7.0
Hatch,9700,1.5L Cooper,49931,Manual,Red,3 door Hatchback,1.5L,Mini,6.0
Astra,9700,1.4L Design i Turbo,31460,Manual,White,5 door Hatchback,1.4L,Vauxhall,6.0
Corsa,9700,1.6L VXR i Turbo,53761,Manual,Green,3 door Hatchback,1.6L,Vauxhall,6.0
up!,9700,1L Move up!,16008,Manual,Black,5 door Hatchback,1L,Volkswagen,3.0
Captur,9700,1.5L Dynamique S Nav dCi ENERGY,29524,Manual,Black,5 door SUV,1.5L,Renault,6.0
Fiesta,9700,1L Zetec EcoBoost T,23900,Manual,White,5 door Hatchback,1L,Ford,5.0
2 Series Active Tourer,9700,2L Sport 218d,62189,Manual,Grey,4 door MPV,2L,BMW,7.0
Auris,9700,1.2L Icon VVT-i,25440,Manual,Black,5 door Hatchback,1.2L,Toyota,7.0
500,9700,1.2L S,7786,Manual,Red,3 door Hatchback,1.2L,Fiat,4.0
B-Max,9700,1L Zetec EcoBoost T,10685,Manual,Silver,5 door MPV,1L,Ford,6.0
C3,9700,1.2L Flair PureTech,32532,Manual,White,5 door Hatchback,1.2L,Citroen,4.0
AYGO,9700,1L x-trend VVT-i,20428,Manual,Red,5 door Hatchback,1L,Toyota,3.0
Tipo,9700,1.6L Easy Plus MultiJetII,26896,Manual,Red,5 door Estate,1.6L,Fiat,5.0
Jazz,9700,1.3L SE i-VTEC,18515,Manual,Silver,5 door Hatchback,1.3L,Honda,6.0
EcoSport,9700,1L Titanium S EcoBoost T,32776,Manual,Other,5 door SUV,1L,Ford,6.0
Fabia,9700,1L SE,17583,Manual,White,5 door Hatchback,1L,Skoda,3.0
Fabia,9700,1.2L Monte Carlo TSI,26385,Manual,Red,5 door Hatchback,1.2L,Skoda,6.0
Fiesta,9700,1L Titanium EcoBoost T,67355,Manual,Silver,5 door Hatchback,1L,Ford,3.0
308,9700,1.2L GT Line PureTech,51232,Manual,Blue,5 door Hatchback,1.2L,Peugeot,6.0
Clio,9700,1.5L Dynamique S Nav dCi,30017,Manual,White,5 door Hatchback,1.5L,Renault,5.0
Fiesta,9650,1.5L Titanium TDCi,41098,Manual,Grey,5 door Hatchback,1.5L,Ford,5.0
Corsa,9650,1.4L Energy ecoTEC i Turbo,38822,Manual,Blue,5 door Hatchback,1.4L,Vauxhall,4.0
500X,9650,1.4L Lounge MultiAir,52950,Manual,Grey,5 door SUV,1.4L,Fiat,6.0
AYGO,9650,1L x-play VVT-i,15536,Manual,Red,5 door Hatchback,1L,Toyota,3.0
Juke,9650,1.2L Tekna DIG-T,33912,Manual,White,5 door SUV,1.2L,Nissan,7.0
108,9650,1L Active,2099,Manual,White,3 door Hatchback,1L,Peugeot,3.0
Fabia,9650,1L SE TSI,23365,Manual,Grey,5 door Hatchback,1L,Skoda,5.0
Civic,9650,1.3L S i-VTEC,32003,Manual,Silver,5 door Hatchback,1.3L,Honda,7.0
Corsa,9650,1L SRi VX Line ecoTEC i Turbo,23367,Manual,White,3 door Hatchback,1L,Vauxhall,5.0
Ibiza,9650,1L SE MPI,21673,Manual,Grey,5 door Hatchback,1L,Seat,5.0
Fiesta,9650,1.5L Titanium X TDCi,46534,Manual,Black,5 door Hatchback,1.5L,Ford,6.0
Juke,9650,1.2L N-Connecta DIG-T,35077,Manual,Blue,5 door SUV,1.2L,Nissan,6.0
208,9650,1.5L Active BlueHDi,38998,Manual,Black,5 door Hatchback,1.5L,Peugeot,3.0
Focus,9650,1L Zetec EcoBoost T,27452,Manual,Silver,5 door Hatchback,1L,Ford,6.0
Crossland X,9650,1.2L SE ecoTEC Turbo,31427,Manual,White,5 door SUV,1.2L,Vauxhall,5.0
Juke,9650,1.2L Tekna DIG-T,30095,Manual,Blue,5 door SUV,1.2L,Nissan,6.0
Focus,9650,1.5L Zetec EcoBlue,87775,Manual,Black,5 door Hatchback,1.5L,Ford,4.0
Focus,9600,1L Titanium EcoBoost T,50377,Manual,Grey,5 door Hatchback,1L,Ford,7.0
AYGO,9600,1L x-play VVT-i,19681,Manual,Grey,5 door Hatchback,1L,Toyota,3.0
Corsa,9600,1.4L Energy ecoTEC i,24592,Manual,White,5 door Hatchback,1.4L,Vauxhall,3.0
C1,9600,1L Flair VTi,29024,Automatic,Black,5 door Hatchback,1L,Citroen,6.0
Mokka,9600,1.6L SE ecoFLEX CDTi,43248,Manual,Silver,5 door SUV,1.6L,Vauxhall,6.0
